object_1,object_2,title_a,title_b,context_1,context_2,period_a,period_b,visual_similarity,semantic_similarity,multimodal_similarity,case_type,reason_for_review,source_url_a,source_url_b
24316,317619,Sacrificial Sword (Rāmdāo),Turkey Vessel,Himalayan,Other,,,0.4366573691368103,0.5095989108085632,0.4731281995773315,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/317619
24316,317753,Sacrificial Sword (Rāmdāo),Female figurine,Himalayan,Other,,,0.4848583042621612,0.5908508896827698,0.5378546118736267,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/317753
24316,317760,Sacrificial Sword (Rāmdāo),Pair of carved ornaments with the Maize God,Himalayan,Other,,,0.4985057115554809,0.509642481803894,0.5040740966796875,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/317760
24316,317802,Sacrificial Sword (Rāmdāo),Pestle Finial,Himalayan,Other,,,0.5246684551239014,0.4756966233253479,0.5001825094223022,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/317802
24316,317803,Sacrificial Sword (Rāmdāo),Bird Figure,Himalayan,Other,,,0.4306328892707824,0.4236036539077759,0.4271182417869568,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/317803
24316,317804,Sacrificial Sword (Rāmdāo),Club Head,Himalayan,Other,,,0.4434168934822082,0.4943848252296448,0.4689008295536041,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/317804
24316,317877,Sacrificial Sword (Rāmdāo),Processional Cross,Himalayan,Other,,,0.6273656487464905,0.5815666913986206,0.6044661998748779,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/317877
24316,318345,Sacrificial Sword (Rāmdāo),Censer with seated king,Himalayan,Other,,,0.4541823267936706,0.5119431614875793,0.483062744140625,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/318345
24316,318622,Sacrificial Sword (Rāmdāo),Pendant mask of Ìyọ́bà Idià,Himalayan,Other,,,0.4304453134536743,0.5536327958106995,0.4920390546321869,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/318622
24316,318662,Sacrificial Sword (Rāmdāo),Vessel with throne scene,Himalayan,Other,,,0.3918599188327789,0.5818869471549988,0.48687344789505,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/318662
24316,319633,Sacrificial Sword (Rāmdāo),Cylindrical Vessel,Himalayan,Other,,,0.4335589706897735,0.5672162771224976,0.5003876686096191,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/319633
24316,319873,Sacrificial Sword (Rāmdāo),Deity face pendant,Himalayan,Other,,,0.4334814846515655,0.5293655395507812,0.4814235270023346,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/319873
24316,320054,Sacrificial Sword (Rāmdāo),Miniature tabard,Himalayan,Other,,,0.4553073346614837,0.6175830960273743,0.5364452600479126,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/320054
24316,320347,Sacrificial Sword (Rāmdāo),Feathered serpent head,Himalayan,Other,,,0.4708743393421173,0.4786163568496704,0.4747453927993774,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/320347
24316,320804,Sacrificial Sword (Rāmdāo),Hanging (?) Fragment,Himalayan,Other,,,0.4817303419113159,0.582485556602478,0.532107949256897,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/320804
24316,320962,Sacrificial Sword (Rāmdāo),Tälsäm or yä bərana kətab (healing scroll),Himalayan,Other,,,0.4838582277297973,0.4923213124275207,0.4880897402763366,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/320962
24316,322610,Sacrificial Sword (Rāmdāo),Relief panel,Himalayan,Other,,Neo-Assyrian,0.5003550052642822,0.3621642291545868,0.4312596619129181,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/322610
24316,322619,Sacrificial Sword (Rāmdāo),Relief panel,Himalayan,Other,,Neo-Assyrian,0.4296696484088897,0.3621642291545868,0.395916998386383,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/322619
24316,322621,Sacrificial Sword (Rāmdāo),Relief panel,Himalayan,Other,,Neo-Assyrian,0.4402751922607422,0.3621642291545868,0.401219755411148,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/322621
24316,322973,Sacrificial Sword (Rāmdāo),Plate with king hunting rams,Himalayan,Other,,Sasanian,0.4356890320777893,0.5628439784049988,0.499266505241394,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/322973
24316,323479,Sacrificial Sword (Rāmdāo),Drachm,Himalayan,Other,,Parthian,0.5068173408508301,0.5159962177276611,0.5114067792892456,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/323479
24316,324139,Sacrificial Sword (Rāmdāo),Jar with paired birds in panels,Himalayan,Other,,,0.4591668248176574,0.4252975583076477,0.4422322511672973,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/324139
24316,324324,Sacrificial Sword (Rāmdāo),Handle of a flywhisk or fan,Himalayan,Other,,Neo-Assyrian,0.5652621984481812,0.4535209238529205,0.5093916654586792,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/324324
24316,324596,Sacrificial Sword (Rāmdāo),Plaque with tribute bearers,Himalayan,Other,,Neo-Assyrian,0.5782936811447144,0.4989372789859772,0.5386154651641846,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/324596
24316,324599,Sacrificial Sword (Rāmdāo),Incised furniture plaque with two ibexes flanking a stylized palmette tree,Himalayan,Other,,Neo-Assyrian,0.5758179426193237,0.4606983661651611,0.5182581543922424,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/324599
24316,325818,Sacrificial Sword (Rāmdāo),Necklace with the head of the Egyptian god Bes,Himalayan,Other,,Achaemenid,0.4874691963195801,0.5710940957069397,0.5292816162109375,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/325818
24316,327315,Sacrificial Sword (Rāmdāo),Miniature vessel,Himalayan,Other,,,0.4513992667198181,0.498726487159729,0.4750629067420959,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/327315
24316,327399,Sacrificial Sword (Rāmdāo),Vessel terminating in the forepart of a stag,Himalayan,Other,,Hittite Empire,0.4874740839004516,0.5160008668899536,0.5017374753952026,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/327399
24316,328593,Sacrificial Sword (Rāmdāo),Monstrous male figure,Himalayan,Other,,Bronze Age,0.4511646330356598,0.5002573728561401,0.475710928440094,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/328593
